	seq_start	importance	length	group_number	is_leader	leader_strength	proximity_label	seq_end	child_sequence_ix	proximity_label_min_start	proximity_label_best_start	proximity_label_best_imp	proximity_label_best_length	parent_seqs
662	295964	0.4608993441531901	2.5	33.0	0.0		64	296825	[296065, 295947, 295951, 296208, 296091, 296096, 295980, 296621, 295985, 296759, 295880, 296269, 295891, 296019, 296021, 296540, 296796, 296286, 296415, 296291, 296292, 296428, 296684, 296305, 296186, 295933, 295934]	295839	295839	1.407477375126662	10.0	[295861, 295947, 296021, 295934, 295985, 296019, 295934, 296019, 295866, 295891, 295951, 295933, 295861, 295880, 295980, 295839, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190]
307	101239	0.46153416541214204	2.0	15.0	0.0		75	101928	[101441, 101265, 101649, 101810, 101177]	99505	99894	0.9748570488937299	10.0	[100883, 101265, 100749, 101177, 101121, 100600, 100720, 100452, 99578, 100091, 100708, 100796, 101118, 100563, 99685, 100299, 99537, 100406, 100894, 99804, 100625, 101009, 100761, 100790, 99651, 100490, 100640, 100042, 99795, 100526, 100425, 100949, 100293, 100670, 99857, 100050, 100368, 100032, 100854, 99717, 99973, 100434, 100903, 100724, 100522, 100568, 100663, 100752, 100465, 100453, 100949, 100743, 99894, 100439, 100611, 100649, 100739, 99648, 99803, 100662, 98967, 99645, 99505, 100158, 100241, 99774, 100662, 100733, 100771, 99922, 100149, 101126]
3661	35849	0.461699943810362	6.5	183.0	0.0		24	38088	[35848, 35863, 36890, 36255, 36000, 36385, 36770, 36520, 36652, 35765, 36405, 36544, 36088, 36546, 36427, 36047, 36560, 36832, 36453, 36599, 36216, 36092]	35221	35221	0.6282669081374476	8.0	[35382, 35566, 35483, 35447, 35431, 35425, 35863, 35394, 35765, 35848, 35626, 35425, 35639, 35221, 34800, 35425, 35357, 35493, 34588, 35425, 35382, 35425, 35695, 35351, 35754, 33879, 33808, 35494, 35692, 35584, 35425, 34671, 34472, 34715, 34683, 34269, 35333, 34266, 34426, 35425, 34818, 34900, 35425, 34228, 35395, 34404, 34575, 33813, 33841]
117	101121	0.4627615522012265	2.0	5.0	0.0		75	101810	[101441, 101126, 101265, 101649, 101239, 101177, 101118]	99505	99894	0.9748570488937299	10.0	[100883, 100749, 101177, 100600, 100441, 100720, 100452, 99578, 100091, 100708, 100796, 101118, 100563, 99685, 99668, 100299, 99537, 100406, 100894, 99804, 100625, 101009, 100761, 100790, 99651, 100490, 100640, 100042, 99795, 100526, 100425, 100949, 100293, 100670, 99857, 100050, 100368, 100032, 100854, 99717, 99973, 100434, 100903, 100724, 100522, 100568, 100663, 100752, 100465, 100453, 99574, 100949, 100743, 99894, 100439, 100611, 100649, 100739, 99648, 99803, 100662, 98967, 99645, 99505, 100158, 100241, 99774, 100662, 100733, 100771, 99922, 100149, 101126]
2501	103229	0.4631275641749251	5.0	125.0	0.0		34	104951	[104192, 104129, 104453, 104326, 103591, 104233, 104170, 103181, 104015, 104086, 103353, 104059]	101994	102957	0.0	9.0	[102957, 102792, 102798, 102577, 102506, 102310, 102804, 102793, 102881, 102986, 102470, 101649, 103135, 103007, 102631, 102319, 102221, 102664, 102793, 102931, 102406, 102511, 103091, 102513, 102311, 102785, 103057, 100903, 100663, 102288, 100465, 102238, 99894, 102393, 102212, 102320, 102293, 101994, 101810, 100662, 102165, 102007, 102793, 100158, 103181, 100662, 102289, 100733, 100771, 100149]
268	10618	0.46362516438001217	2.0	13.0	0.0		29	11307	[10720]	10075	10075	0.9770735922738177	4.0	[10249, 10382, 10162, 10522, 10100, 10183, 10483, 10268, 10100, 10143, 10075, 10092, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240]
3681	50255	0.46378959434046146	6.5	184.0	0.0		54	52494	[50947, 51716, 51461, 50569, 51981, 51474, 51602, 50836, 51064, 51605, 50327, 50584, 50328, 50970, 51739, 50588, 50209, 50337, 51365, 50854, 51371, 50476, 50223, 51126, 51770, 51266, 50243, 50373, 50374, 51911, 51404, 51532, 50510, 50645, 51543, 51680, 50913, 51042, 51044, 50791, 50280, 51431, 50923, 50668, 50287, 50289, 51570, 50675, 50678, 50423, 50552, 50556, 51199]	49745	49905	1.37129944604521	10.0	[50223, 50287, 50289, 50328, 50337, 49745, 50209, 49905, 50060, 49882, 50280, 50030, 50019, 49814, 49805, 50064, 49809, 48584, 48477, 48256, 49913, 49753, 48316, 49933, 49905, 49882, 49912, 47738, 50071, 49921, 50327, 50243]
48	92866	0.4639248225509526	2.0	2.0	0.0		18	93555	[92967]	91925	92002	0.0	7.5	[92199, 92002, 92735, 92723, 92507, 92347, 92299, 92127, 92680, 92510, 92735, 92574, 92002, 91925, 92472, 92058, 92002, 92099, 92101, 92002, 90809, 90855, 92505]
583	50289	0.4645373575854317	2.5	29.0	0.0		54	51150	[50947, 50569, 50836, 51064, 50327, 50584, 50328, 50970, 50588, 50209, 50337, 50854, 50476, 50223, 51126, 50243, 50373, 50374, 50510, 50255, 50645, 50913, 51042, 51044, 50791, 50280, 50923, 50668, 50287, 50675, 50678, 50423, 50552, 50556]	49745	49905	1.37129944604521	10.0	[50373, 50223, 50287, 50255, 50328, 50337, 49745, 50209, 49905, 50060, 49882, 50280, 50030, 50019, 49814, 49805, 50064, 49809, 48584, 48477, 48256, 49913, 49753, 48316, 49933, 49905, 49882, 49912, 47738, 50071, 49921, 50327, 50243, 50374]
1203	6937	0.4659109524563354	3.5	60.0	0.0		22	8142	[7683, 7044, 7556, 7566, 6927, 7698, 6941, 6942, 7075, 7588, 7334, 7338, 6956, 7346, 7604, 7613, 7742, 7870, 7105, 7233, 7363, 7622, 7239, 7240, 7753, 7883, 6860, 8015, 6864, 7508, 6869, 7509, 7764, 8027, 7135, 7277, 6894, 7278, 7154, 7794, 7412, 7669, 7674, 7547, 7294]	6860	7240	1.7697482270432958	10.0	[6894, 6941, 6860, 6942, 6894, 6869, 6956, 6864, 6927, 6869, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976]
825	271465	0.46691795822910526	3.0	41.0	0.0		27	272498	[271521, 271426, 271809, 271408, 271731, 271637, 271513]	271263	271263	0.8186562430556747	3.5	[270776, 271408, 271365, 271293, 271040, 271426, 270882, 270981, 270650, 270741, 270702, 271521, 271263, 270908, 270790, 270766, 270746, 270718, 271513, 270667, 270948, 270747, 270641]
804	264303	0.46776322957396627	3.0	40.0	0.0		10	265336	[264425, 264368, 264371, 264659, 264252]	264206	264206	2.529850310010511	9.0	[264368, 264371, 264252, 264206]
118	310256	0.4680524510497887	2.0	5.0	0.0		90	310945	[310656, 310409, 310541, 310672, 310421, 310682, 310428, 310561, 310311, 310183, 310576, 310326, 310713, 310714, 310595, 310474, 310243, 310499, 310382, 310258, 310654]	308586	309709	0.8822457023797617	10.0	[309302, 309299, 310067, 310183, 310167, 310065, 309303, 310148, 310311, 310103, 310020, 310153, 309644, 310082, 308949, 310074, 309667, 309103, 309659, 309709, 310116, 309925, 309659, 309905, 310087, 309102, 310326, 309824, 309837, 310107, 310258, 308825, 309282, 310243, 309433, 309021, 309021, 309021, 309021, 309021, 309478, 308840, 310034, 308839, 308781, 308763, 309550, 309384, 309188, 309188, 308586, 308586, 308586, 308586, 308841, 310080, 308796, 309896, 309133, 309503, 309786, 308856, 309818, 309334, 309880, 308781, 308781, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308858, 308797, 308791, 309025, 309121, 308903, 308795, 308893, 309096, 308890, 308781, 309063, 308883, 308799, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308635, 308801, 308781]
762	183756	0.46812636298153815	2.5	38.0	0.0		63	184617	[184197, 183944, 184457, 184459, 184460, 184338, 184210, 184475, 184476, 184092, 184319, 183712, 184610, 184613, 183979, 184499, 184501, 183735, 184506, 184128, 183875, 183672, 183877, 184259, 184520, 184142, 184532, 184277, 184409, 184414, 184316, 184173, 184563, 184568, 184443, 184572, 184447]	181895	182486	1.3535728078407618	10.0	[183259, 183256, 183545, 183255, 182766, 183100, 182902, 183221, 183086, 183081, 183258, 183672, 183668, 182643, 183735, 183157, 182884, 183376, 182289, 182847, 183210, 182667, 183627, 182472, 182968, 182251, 183562, 183137, 181976, 183516, 182283, 182491, 182759, 183318, 182017, 183101, 183596, 183431, 182090, 181944, 182418, 182291, 182045, 182133, 182373, 183274, 182657, 183034, 183712, 182101, 182958, 182951, 182990, 183030, 182950, 182158, 182138, 181961, 182494, 182486, 182410, 182496, 182090, 182790, 182090, 182430, 182666, 182134, 181895, 181895, 181895, 181895, 181895, 181895, 181895, 181895, 182927, 181944]
584	40040	0.46816990685747467	2.5	29.0	0.0		51	40901	[40707, 40068, 40074, 40337, 40849, 40725, 40088, 40221, 40607, 40229, 40485, 40872, 40233, 40879, 40372, 40117, 40634, 40251, 40126, 40642, 40900, 40133, 40006, 40391, 40264, 40395, 40785, 40539, 40675, 40678, 40041, 40168, 40425, 40057, 40058, 40573]	39482	40425	1.8934975494246014	10.0	[40117, 40068, 40006, 40074, 39482, 40058, 40041, 39780, 39935, 39585, 39763, 39786, 39560, 39939, 39551, 39741, 39726, 39499, 39628, 39635, 39928, 40126, 39659, 39672, 39628, 40057, 39753, 39909, 40088]
1101	51770	0.4684534469025532	3.0	55.0	0.0		54	52803	[51716, 51911, 51981, 51739]	49745	49905	1.37129944604521	10.0	[50223, 50287, 50255, 49745, 50970, 51126, 50836, 51716, 51543, 51605, 51044, 50854, 50854, 50913, 50947, 51064, 51266, 51474, 51461, 51461, 51371, 50423, 51532, 51570, 49913, 50675, 49753, 50678, 51199, 51404, 50923, 51602, 51680, 51739, 49905, 49882, 49912, 50569, 50071, 50668, 49921, 50327, 50510, 51042, 50791, 50243, 51431, 50552, 51365, 50374]
205	170598	0.46949790763212773	2.0	10.0	0.0		59	171287	[170624, 170625, 171010, 171265, 170759, 170899, 170645, 170649, 170908, 171038, 171167, 171040, 170916, 171176, 170671, 170928, 170813, 171076, 170949, 170950, 171206, 170952, 170953, 171080, 170956, 170973, 170976, 171109, 170858, 170731, 171243, 171249, 170750]	169749	170039	1.0041861453954104	10.0	[170494, 170150, 170475, 170298, 170442, 170491, 170649, 170444, 170402, 170465, 170174, 170212, 169460, 169372, 170274, 170164, 169351, 169278, 169283, 169351, 169351, 169811, 169351, 169351, 169277, 170039, 168685, 169340, 168065, 169449, 169536, 169988, 170081, 169351, 169975, 170293, 169787, 170316, 169499, 167413, 168597, 170460, 170197, 170311, 170482, 169749, 170671, 170645, 170624, 169927, 170625, 169992, 169513, 170464]
682	148159	0.46974825853828306	2.5	34.0	0.0		124	149020	[148474, 148613, 148877, 148366, 148755, 148118, 148375, 148889, 148127, 148128, 148257, 148386, 148645, 148137, 148144, 148403, 148535, 148536, 148921, 148161, 148419, 148170, 148432, 148695, 148825, 148314, 148189, 148192, 148081, 148346, 148475]	147886	148081	0.9348577723682178	8.5	[148081, 148170, 148081, 148192, 148161, 148013, 148081, 148144, 147967, 148081, 148081, 148128, 148189, 148008, 148127, 148013, 148081, 148137, 148118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886]
464	232719	0.4698752232976161	2.5	23.0	0.0		69	233580	[232768, 232803, 233350, 233127, 232968, 232970, 232971, 232974, 232783, 233073, 233134, 232691, 232761, 232956, 232893, 233119]	231862	231862	1.3967115541146533	10.0	[232181, 232175, 232176, 232302, 232275, 232768, 232000, 232077, 232761, 231923, 232076, 232072, 232691, 232380, 231918, 231991, 232803, 231975, 232004, 231991, 232142, 232094, 232098, 232179, 232313, 232272, 232783, 232066, 232314, 232367, 232320, 232803, 232364, 232095, 232547, 232064, 232298, 232000, 231923, 231862]
87	184443	0.47076570548406266	2.0	4.0	0.0		63	185132	[184457, 184459, 184460, 184718, 185111, 184475, 184476, 184610, 184613, 184999, 184746, 184499, 184501, 184759, 184506, 184520, 184783, 184532, 184409, 184414, 184670, 184563, 184568, 184572, 184447]	181895	182486	1.3535728078407618	10.0	[184459, 184460, 183255, 182766, 183100, 182902, 183081, 183258, 183672, 183668, 182643, 183756, 184259, 183157, 183376, 184414, 184476, 184506, 183210, 182667, 184457, 184319, 184475, 184173, 184520, 183944, 184277, 183875, 184092, 184128, 183877, 184409, 184197, 183627, 184316, 184501, 182472, 183562, 183137, 181976, 183516, 182491, 183318, 183101, 183596, 183431, 184338, 182090, 181944, 182418, 182133, 183274, 182657, 183979, 183034, 184142, 183712, 184499, 182958, 182951, 182990, 183030, 182950, 182138, 181961, 182494, 182486, 182410, 182496, 182090, 182790, 182090, 184210, 182430, 182666, 182134, 182927, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 181944, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447]
350	394295	0.471268446520912	2.0	17.0	0.0		11	394984	[394213, 394342, 394441, 394218, 394380, 394416, 394291, 394548, 394611, 394779]	393855	393855	0.0	10.0	[394053, 393855, 394130, 394065, 394119, 394380, 394046, 394153, 394128, 394055, 394056, 394127, 394342, 393991, 394107, 394218, 394291, 394046, 394090, 394213]
1663	35425	0.4713661930453987	4.0	83.0	0.0		24	36803	[35584, 35848, 35849, 35351, 35863, 35483, 35357, 36255, 36000, 36385, 36770, 35493, 35494, 36520, 35626, 35754, 36652, 35765, 35382, 35639, 36405, 36544, 35394, 35395, 36216, 36546, 36427, 36599, 36047, 36560, 36453, 35431, 35692, 35566, 35695, 35447, 36088, 36092]	35221	35221	0.6282669081374476	8.0	[35382, 35483, 35447, 35431, 35394, 35221, 34800, 35357, 35493, 34588, 35382, 35351, 33879, 33808, 35494, 34671, 34472, 33934, 34715, 34093, 34683, 34269, 35333, 34266, 34426, 34818, 34900, 34228, 35395, 34404, 34575, 33813, 33841]
351	353405	0.4718378827082021	2.0	17.0	0.0		41	354094	[353393]	353039	353151	0.8711565545014702	4.5	[351696, 353174, 353305, 353164, 353393, 353039, 351447, 351447, 351556, 352442, 351518, 353246, 353151, 352218, 352377, 353242, 352045, 353122, 352639, 352182, 350925, 352222, 351706, 351314, 353246, 351310, 351423, 351092, 351179, 351188, 351365, 350783, 350502]
781	384774	0.4720245153716778	2.5	39.0	0.0		93	385635	[385282, 385032, 384780, 385293, 385427, 384932, 384812, 385200, 385472, 385093, 384969, 385226, 384975, 384981, 385623, 385128, 384744, 385137, 385016, 385278]	383537	383940	1.1707640990129071	10.0	[384744, 384541, 384184, 384574, 384523, 382516, 382391, 384307, 384419, 384298, 381803, 384187, 384257, 384178, 384374, 384536, 382215, 383537, 384251, 383687, 384174, 384127, 382829, 383561, 382384, 383687, 383748, 383710, 384780, 383271, 381596, 383940, 383972, 383684, 383809, 384071, 383769, 384168, 384008, 384085, 384033, 384627, 384298, 384812]
845	100600	0.47211790950925325	3.0	42.0	0.0		75	101633	[101121, 100611, 100739, 101126, 100743, 100749, 100752, 100625, 101009, 100883, 101265, 100761, 100894, 100640, 100771, 100903, 100649, 100522, 100526, 100662, 100663, 100790, 101177, 100796, 100670, 101441, 100563, 100949, 100568, 100708, 100720, 100724, 100854, 101239, 100733, 101118]	99505	99894	0.9748570488937299	10.0	[99681, 100441, 100452, 99578, 100091, 100563, 99685, 99877, 99668, 100299, 99537, 100406, 99804, 100625, 99635, 99583, 99651, 100490, 100640, 99693, 100042, 99795, 100526, 100425, 100293, 100670, 99857, 100050, 100368, 100032, 99717, 99973, 100434, 100522, 100568, 100663, 100465, 100453, 99574, 99894, 100439, 100611, 100649, 99648, 99803, 100662, 98967, 99645, 99505, 100158, 100241, 99774, 100662, 99922, 100149]
763	110444	0.4724162130685075	2.5	38.0	0.0		85	111305	[110414]	110286	110286	0.6623917102338641	3.0	[109927, 110062, 110346, 110414, 110306, 110286, 110299, 110076, 110087, 110089, 109979, 110000, 108135, 109927]
445	156803	0.4725551945253711	2.5	22.0	0.0		68	157664	[156937, 157591, 157464, 157342, 157485, 156718, 156723, 157107, 156853, 157619, 157372, 157628, 156872, 156748, 157271, 157400, 156760, 156763, 157661, 157166, 157294, 156786, 156789, 156927]	156199	157661	1.7351864055133737	10.0	[155274, 155450, 154897, 156872, 156636, 156651, 156763, 155011, 155148, 156760, 156465, 155338, 155494, 156579, 156511, 155919, 155261, 156655, 156297, 156853, 156748, 155985, 155573, 156644, 156647, 156215, 156553, 156480, 156228, 156268, 154617, 156362, 156718, 156622, 156786, 156269, 156425, 156723, 156305, 155346, 156616, 155482, 156199, 156436, 155982, 156208, 156016, 154972, 156551, 156691, 155039, 156556, 155502, 155556, 156329, 155148, 156224, 155055, 156581, 155220, 155218, 155046, 156241, 156789, 154780, 154731, 154725, 154845, 155013, 154731, 155902, 154756, 155230, 154585, 154580]
269	342205	0.4735983377055273	2.0	13.0	0.0		47	342894	[342532, 342546, 342303, 342305, 342185, 342314, 342204, 342212, 342219, 342477, 342353, 342228, 342235, 342251, 342124, 342253, 342130, 342515, 342642, 342390]	341804	342048	1.0243877848652692	10.0	[342235, 342219, 340421, 340492, 342204, 340530, 342093, 342185, 342253, 340421, 342048, 342228, 342055, 342124, 342130, 340880, 340662, 341408, 340706, 341980, 341804, 339864, 341200, 342080, 341807, 342212, 341878, 342048, 342048, 341997, 341440, 340555, 341612, 340618, 341276, 342251, 340309, 340088, 340341, 340507, 340390, 339723, 340571, 340445]
1204	258218	0.4737475940346438	3.5	60.0	0.0		173	259423	[258373, 258248, 258636, 258641, 258420, 258361, 258205, 258878]	257415	257415	1.2553233175798157	7.5	[257689, 258248, 258205, 257654, 257950, 257792, 257575, 257934, 257804, 257745, 258076, 257643, 257966, 257836, 257627, 257644, 257732, 256770, 257732, 257592, 257566, 257974, 256601, 257677, 256600, 256575, 257767, 257003, 257732, 256386, 257643, 257575, 257415]
32	390362	0.47440444603237353	2.0	1.0	0.0		32	391051	[390406, 390419, 390677, 390294, 390684, 390816, 390309, 390319, 390709, 390587, 390719, 390990, 390741, 390747, 390369, 390372, 390504, 390775, 390526]	390294	390504	1.9511622938733952	10.0	[389722, 388735, 388806, 388844, 388735, 390406, 390319, 390369, 390372, 388984, 390294, 389514, 389013, 389185, 390419, 389494, 389775, 388835, 389366, 388735, 389535, 388829, 390309, 387719, 388013, 387628, 387721, 388086, 387879, 387032, 388941]
224	64711	0.4746758508205579	2.0	11.0	0.0		37	65400	[64642, 64803, 65283, 64934, 65286, 64746, 64939, 64845, 65072, 65272, 64851, 64983, 64664]	64018	64018	1.2638208253577	7.5	[64551, 64206, 64379, 64642, 64601, 64611, 64605, 64611, 64206, 64354, 64138, 64206, 64321, 64664, 64546, 64746, 64206, 64018]
846	50328	0.4759675763817378	3.0	42.0	0.0		54	51361	[50947, 50569, 50836, 51064, 50327, 50584, 50970, 50588, 50337, 50854, 50476, 51126, 51266, 50243, 50373, 50374, 50510, 50255, 50645, 50913, 51042, 51044, 50791, 50280, 50923, 50668, 50287, 50289, 50675, 50678, 50423, 50552, 50556, 51199]	49745	49905	1.37129944604521	10.0	[50373, 50223, 50287, 50255, 50289, 50337, 49745, 50209, 49905, 50060, 49882, 50280, 50030, 50019, 49814, 49805, 50064, 49809, 48584, 48477, 48256, 49913, 49753, 48316, 49933, 49905, 49882, 49912, 47738, 50071, 49921, 50327, 50243, 50374]
3301	218268	0.4771077407430805	6.0	165.0	0.0		80	220335	[218498, 218244, 218379, 218897, 218772, 218389, 218906, 219040, 218657, 218276, 218277, 219301, 218279, 218407, 218281, 220328, 218797, 218670, 218287, 218289, 218434, 218570, 218828, 218701, 218196, 218326, 218454, 218455, 219094, 218853, 218599, 218861, 218350, 218862, 219250, 218868, 218357, 218358, 219126, 219385, 219130, 219003]	217906	218281	0.68582952559589	10.0	[218281, 218244, 218287, 217906, 218276, 217352, 217417, 218279, 218277, 217170, 218276, 217710, 217187, 218326, 218326, 218326, 218326, 218326, 218289, 218289, 218196, 217690, 217690, 217690, 218022, 218081, 218081, 218081, 218081, 217382, 218065, 218065, 218065, 218065, 218065, 218065, 218065, 218065, 218279, 217690, 218086, 218086, 218086, 218086, 218086, 218086, 218086, 218086, 218086, 218350, 218081, 218081, 218081, 218081, 218081, 218081, 218081, 218081, 218081, 218059, 218059, 218059, 218059, 218059, 218059, 218059, 218059, 218059, 218082, 218082, 218082, 218082, 218082, 218082, 218082, 218082, 218082, 218082]
